Log-ratio,p-value,minFDR,MSU Locus,Gene,Measure,Description
1.088500023,0.000559936,0.013226797,LOC_Os05g06710,LOC_Os05g06710,LOC_Os05g06710,"GDSL-like lipase/acylhydrolase, putative, expressed"
1.086918831,0.002303196,0.026346588,LOC_Os04g39489,LOC_Os04g39489,LOC_Os04g39489,"amino acid transporter, putative, expressed"
1.086915255,0.01640199,0.088496421,LOC_Os04g32740,LOC_Os04g32740,LOC_Os04g32740,"hydrolase, NUDIX family, domain containing protein, expressed"
1.086698532,0.001472846,0.020756531,LOC_Os06g15910,LOC_Os06g15910,LOC_Os06g15910,"potassium transporter, putative, expressed"
1.086414576,0.006029814,0.046370933,LOC_Os12g06870,LOC_Os12g06870,LOC_Os12g06870,"OsNucAP2 - Putative Nucleoporin Autopeptidase homologue, expressed"
1.085967541,0.002776443,0.029257188,LOC_Os04g45810,LOC_Os04g45810,LOC_Os04g45810,"homeobox associated leucine zipper, putative, expressed"
1.085919857,8.52601E-05,0.006381111,LOC_Os04g53740,LOC_Os04g53740,LOC_Os04g53740,"thioredoxin, putative, expressed"
1.085449576,0.003371648,0.03259804,LOC_Os06g09980,LOC_Os06g09980,LOC_Os06g09980,expressed protein
1.084396362,0.002011841,0.024483238,LOC_Os08g40500,LOC_Os08g40500,LOC_Os08g40500,expressed protein
1.084265292,0.000808978,0.015596747,LOC_Os03g26990,LOC_Os03g26990,LOC_Os03g26990,"VQ domain containing protein, putative, expressed"
1.083343029,0.000368359,0.010924814,LOC_Os05g16060,LOC_Os05g16060,LOC_Os05g16060,expressed protein
1.083027363,0.000117317,0.006984248,LOC_Os05g46340,LOC_Os05g46340,LOC_Os05g46340,expressed protein
1.082910061,0.000572119,0.013351095,LOC_Os08g14000,LOC_Os08g14000,LOC_Os08g14000,"retrotransposon protein, putative, Ty1-copia subclass, expressed"
1.082624197,0.001370953,0.020091294,LOC_Os06g49230,LOC_Os06g49230,LOC_Os06g49230,"peptide transporter, putative, expressed"
1.082557201,0.000692231,0.014690016,LOC_Os06g36800,LOC_Os06g36800,LOC_Os06g36800,"O-acyltransferase, putative, expressed"
1.081669331,0.008491014,0.05767834,LOC_Os10g20470,LOC_Os10g20470,LOC_Os10g20470,"MATE efflux family protein, putative, expressed"
1.081629038,1.44703E-05,0.004286233,LOC_Os01g08680,LOC_Os01g08680,LOC_Os01g08680,"myb/SANT domain protein, putative, expressed"
1.081057549,0.00683346,0.050197957,LOC_Os10g28370,LOC_Os10g28370,LOC_Os10g28370,"chlorophyllase-2, chloroplast precursor, putative, expressed"
1.080802917,0.001451195,0.020582903,LOC_Os01g03914,LOC_Os01g03914,LOC_Os01g03914,"cation efflux family protein, putative, expressed"
1.079985619,0.016415587,0.088558385,LOC_Os05g05020,LOC_Os05g05020,LOC_Os05g05020,expressed protein
1.079669952,0.007140737,0.051485047,LOC_Os01g56560,LOC_Os01g56560,LOC_Os01g56560,"cyclase/dehydrase family protein, expressed"
1.079312801,0.000486158,0.01232659,LOC_Os10g42190,LOC_Os10g42190,LOC_Os10g42190,"leucine rich repeat containing protein, expressed"
1.079276085,0.000419664,0.011503562,LOC_Os01g21160,LOC_Os01g21160,LOC_Os01g21160,"2-oxo acid dehydrogenases acyltransferase domain containing protein, expressed"
1.079015732,0.002377559,0.026837241,LOC_Os01g62060,LOC_Os01g62060,LOC_Os01g62060,"plant-specific domain TIGR01589 family protein, expressed"
1.078660369,0.003356493,0.032570309,LOC_Os05g26630,LOC_Os05g26630,LOC_Os05g26630,expressed protein
1.078589678,0.000245686,0.009360851,LOC_Os02g55030,LOC_Os02g55030,LOC_Os02g55030,"hydrolase, NUDIX family, domain containing protein, expressed"
1.078424454,0.000272039,0.00979493,LOC_Os02g36870,LOC_Os02g36870,LOC_Os02g36870,"YGL010w, putative, expressed"
1.077970505,3.54165E-06,0.003915718,LOC_Os06g51150,LOC_Os06g51150,LOC_Os06g51150,"catalase isozyme B, putative, expressed"
1.076824188,0.000994016,0.017315943,LOC_Os05g29920,LOC_Os05g29920,LOC_Os05g29920,expressed protein
1.076802254,0.001914473,0.023795791,LOC_Os02g13300,LOC_Os02g13300,LOC_Os02g13300,"mitochondrial carrier protein, putative, expressed"
1.07636559,0.000389753,0.011173104,LOC_Os03g59010,LOC_Os03g59010,LOC_Os03g59010,"Cupin domain containing protein, expressed"
1.076290131,3.48059E-05,0.005218749,LOC_Os01g63230,LOC_Os01g63230,LOC_Os01g63230,"growth regulator related protein, putative, expressed"
1.075959116,0.011911382,0.071984147,LOC_Os11g28940,LOC_Os11g28940,LOC_Os11g28940,expressed protein
1.07593441,0.000712194,0.014794109,LOC_Os05g02754,LOC_Os05g02754,LOC_Os05g02754,expressed protein
1.075835943,0.002875201,0.02983653,LOC_Os05g31740,LOC_Os05g31740,LOC_Os05g31740,"cytochrome P450 86A2, putative, expressed"
1.075677156,0.004591928,0.039172991,LOC_Os02g05744,LOC_Os02g05744,LOC_Os02g05744,"endoglucanase, putative, expressed"
1.075191259,0.000941527,0.016972585,LOC_Os01g49030,LOC_Os01g49030,LOC_Os01g49030,expressed protein
1.074521303,0.000697577,0.014706546,LOC_Os11g09160,LOC_Os11g09160,LOC_Os11g09160,"B3 DNA binding domain containing protein, expressed"
1.073101521,0.000352274,0.010753454,LOC_Os01g55830,LOC_Os01g55830,LOC_Os01g55830,"glutathione S-transferase, putative, expressed"
1.072831392,0.005004621,0.041253428,LOC_Os11g44340,LOC_Os11g44340,LOC_Os11g44340,"calmodulin binding protein, putative, expressed"
1.072746873,0.006469892,0.048477484,LOC_Os12g43750,LOC_Os12g43750,LOC_Os12g43750,expressed protein
1.071824074,9.56057E-05,0.006603406,LOC_Os03g44800,LOC_Os03g44800,LOC_Os03g44800,"DUF593 domain containing protein, expressed"
1.071395159,0.000983499,0.01722924,LOC_Os04g54474,LOC_Os04g54474,LOC_Os04g54474,"transcription factor, putative, expressed"
1.071326137,0.000368285,0.010924814,LOC_Os08g37690,LOC_Os08g37690,LOC_Os08g37690,expressed protein
1.071162015,0.000925584,0.016817065,LOC_Os03g13290,LOC_Os03g13290,LOC_Os03g13290,expressed protein
1.070993781,0.014398024,0.081723995,LOC_Os06g13940,LOC_Os06g13940,LOC_Os06g13940,expressed protein
1.069907069,0.003312545,0.032364011,LOC_Os04g48380,LOC_Os04g48380,LOC_Os04g48380,"lysM domain containing protein, putative, expressed"
1.06859076,0.007108786,0.051334157,LOC_Os11g14730,LOC_Os11g14730,LOC_Os11g14730,expressed protein
1.068450689,7.49249E-06,0.004079812,LOC_Os02g10780,LOC_Os02g10780,LOC_Os02g10780,"SPX domain containing protein, putative, expressed"
1.068276584,0.002622073,0.028357792,LOC_Os09g16449,LOC_Os09g16449,LOC_Os09g16449,"pleiotropic drug resistance protein 4, putative, expressed"
1.06782198,0.000969679,0.017143538,LOC_Os02g56840,LOC_Os02g56840,LOC_Os02g56840,"OsFBX70 - F-box domain containing protein, expressed"
1.066225529,0.00337064,0.03259804,LOC_Os04g50120,LOC_Os04g50120,LOC_Os04g50120,"zinc-binding protein, putative, expressed"
1.066095471,0.008499643,0.057712079,LOC_Os06g49240,LOC_Os06g49240,LOC_Os06g49240,"PTR-like peptide transporter, putatuve, expressed"
1.066055536,0.007680241,0.054036307,LOC_Os06g30830,LOC_Os06g30830,LOC_Os06g30830,"OsMADS76 - MADS-box family gene with M-alpha type-box, expressed"
1.065990448,0.001089386,0.018147189,LOC_Os01g54300,LOC_Os01g54300,LOC_Os01g54300,"OsMan02 - Endo-Beta-Mannanase, expressed"
1.065605164,4.9527E-05,0.005511324,LOC_Os04g55240,LOC_Os04g55240,LOC_Os04g55240,"VQ domain containing protein, putative, expressed"
1.065369725,0.008330783,0.057014989,LOC_Os01g20930,LOC_Os01g20930,LOC_Os01g20930,"RING-H2 finger protein, putative, expressed"
1.063711643,0.007157654,0.051553804,LOC_Os04g39900,LOC_Os04g39900,LOC_Os04g39900,"Os4bglu13 - beta-glucosidase homologue, similar to Os4Bglu12 exoglucanase/b-glucosidase, expressed"
1.063545227,1.50137E-05,0.004289679,LOC_Os11g02300,LOC_Os11g02300,LOC_Os11g02300,"CPuORF36 - conserved peptide uORF-containing transcript, expressed"
1.063493192,0.016012234,0.087188068,LOC_Os12g10920,LOC_Os12g10920,LOC_Os12g10920,hypothetical protein
1.062365532,4.97394E-06,0.003915718,LOC_Os09g33680,LOC_Os09g33680,LOC_Os09g33680,"Os9bglu31 - beta-glucosidase, dhurrinase, similar to G. max hydroxyisourate hydrolase, expressed"
1.062060356,0.007984956,0.055505312,LOC_Os08g19550,LOC_Os08g19550,LOC_Os08g19550,expressed protein
1.062042475,0.002909962,0.03005063,LOC_Os11g17504,LOC_Os11g17504,LOC_Os11g17504,"retrotransposon protein, putative, Ty1-copia subclass, expressed"
1.061472416,0.009026761,0.060080926,LOC_Os05g27370,LOC_Os05g27370,LOC_Os05g27370,expressed protein
1.061279655,0.002424553,0.027156032,LOC_Os08g14310,LOC_Os08g14310,LOC_Os08g14310,expressed protein
1.059729338,0.001764136,0.022825873,LOC_Os08g37456,LOC_Os08g37456,LOC_Os08g37456,"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
1.058556437,0.00290576,0.030019636,LOC_Os02g20190,LOC_Os02g20190,LOC_Os02g20190,"Leucine Rich Repeat family protein, expressed"
1.058409572,0.005992473,0.046193957,LOC_Os09g25430,LOC_Os09g25430,LOC_Os09g25430,"ZOS9-07 - C2H2 zinc finger protein, expressed"
1.058270693,0.009047817,0.060173298,LOC_Os04g55850,LOC_Os04g55850,LOC_Os04g55850,"nuclease PA3, putative, expressed"
1.05790922,0.00471022,0.039737264,LOC_Os03g20680,LOC_Os03g20680,LOC_Os03g20680,"late embryogenesis abundant protein 1, putative, expressed"
1.057699203,0.002385063,0.026903294,LOC_Os02g08100,LOC_Os02g08100,LOC_Os02g08100,"AMP-binding domain containing protein, expressed"
1.057002068,1.96225E-05,0.004568995,LOC_Os02g14760,LOC_Os02g14760,LOC_Os02g14760,"CID11, putative, expressed"
1.056586504,0.001006899,0.017431296,LOC_Os06g45470,LOC_Os06g45470,LOC_Os06g45470,expressed protein
1.05561018,0.003084066,0.03115434,LOC_Os06g05480,LOC_Os06g05480,LOC_Os06g05480,expressed protein
1.053866386,4.74073E-05,0.005511324,LOC_Os12g06020,LOC_Os12g06020,LOC_Os12g06020,"mRNA-decapping enzyme, putative, expressed"
1.053297043,5.54892E-05,0.005748317,LOC_Os07g25390,LOC_Os07g25390,LOC_Os07g25390,"DRD1, putative, expressed"
1.053041458,0.000345157,0.010665292,LOC_Os02g01280,LOC_Os02g01280,LOC_Os02g01280,"T-complex protein, putative, expressed"
1.052644253,0.000478406,0.012220963,LOC_Os06g51084,LOC_Os06g51084,LOC_Os06g51084,"1,4-alpha-glucan-branching enzyme, chloroplast precursor, putative, expressed"
1.052553177,0.000117331,0.006984248,LOC_Os05g38550,LOC_Os05g38550,LOC_Os05g38550,"ubiquitin-conjugating enzyme, putative, expressed"
1.05249238,7.13155E-05,0.006050554,LOC_Os05g08970,LOC_Os05g08970,LOC_Os05g08970,"SSRP1-like FACT complex subunit, putative, expressed"
1.052261829,0.008766041,0.059048909,LOC_Os10g26620,LOC_Os10g26620,LOC_Os10g26620,"dof zinc finger domain containing protein, putative, expressed"
1.052231789,5.17306E-05,0.005606776,LOC_Os08g33640,LOC_Os08g33640,LOC_Os08g33640,expressed protein
1.052030087,2.26792E-06,0.003915718,LOC_Os08g29530,LOC_Os08g29530,LOC_Os08g29530,"double-stranded RNA binding motif containing protein, expressed"
1.051788405,0.012759964,0.075196232,LOC_Os03g45210,LOC_Os03g45210,LOC_Os03g45210,"2-aminoethanethiol dioxygenase, putative, expressed"
1.05153501,0.008637796,0.058448066,LOC_Os10g13880,LOC_Os10g13880,LOC_Os10g13880,expressed protein
1.051159382,0.011765351,0.071461524,LOC_Os01g74510,LOC_Os01g74510,LOC_Os01g74510,"KIP1, putative, expressed"
1.050824165,0.000404383,0.011298995,LOC_Os06g24730,LOC_Os06g24730,LOC_Os06g24730,"hydrolase, alpha/beta fold family domain containing protein, expressed"
1.050775051,1.47151E-05,0.004286233,LOC_Os10g39410,LOC_Os10g39410,LOC_Os10g39410,"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
1.050581455,0.002068425,0.02483295,LOC_Os05g51590,LOC_Os05g51590,LOC_Os05g51590,"N-rich protein, putative, expressed"
1.050409794,0.009897415,0.06357402,LOC_Os08g06100,LOC_Os08g06100,LOC_Os08g06100,"O-methyltransferase, putative, expressed"
1.050319195,0.006564233,0.048911388,LOC_Os04g49460,LOC_Os04g49460,LOC_Os04g49460,"protein kinase domain containing protein, expressed"
